username;date;retweets;favorites;text;geo;mentions;hashtags;id;"permalink
";location
loudobbsnews;2016-03-11 07:03;35;127;"""Greg is little more than a front man for a show devoted entirely to beauty, wit and splendor. #MakeAmericaGreatAgain https:// twitter.com/KatTimpf/statu s/696076867003142144 """;New York, NY;;#MakeAmericaGreatAgain;"""708307401624174593""";"https://twitter.com/loudobbsnews/status/708307401624174593
";(40.7305991, -73.9865811)
tponews;2016-03-11 06:49;239;236;"""It's not even close! #MakeAmericaGreatAgain pic.twitter.com/rg9pCTzDN2""";;;#MakeAmericaGreatAgain;"""708303889423065088""";"https://twitter.com/tponews/status/708303889423065088
";
JudgeMoroz;2016-03-11 06:33;206;217;"""This is today's @GOP Establishment ... @realDonaldTrump will end it & #MakeAmericaGreatAgain ... & they know it! pic.twitter.com/dToD98EeZK""";State of Georgia;@GOP @realDonaldTrump;#MakeAmericaGreatAgain;"""708299794335162368""";"https://twitter.com/JudgeMoroz/status/708299794335162368
";(33.46137595, -81.9635155821739)
realDonaldTrump;2016-03-10 21:56;4825;14146;"""Thank you America! #Trump2016 #MakeAmericaGreatAgain pic.twitter.com/8B0J8Xt3dh""";New York, NY;;#Trump2016 #MakeAmericaGreatAgain;"""708169684617535489""";"https://twitter.com/realDonaldTrump/status/708169684617535489
";(40.7305991, -73.9865811)
MIAMIforTRUMP;2016-03-10 21:15;103;147;"""Republicans need to come together for #Trump ! We need to defeat #HillaryClinton ! #MakeAmericaGreatAgain #GOPDebate http:// cnn.it/1RaX22T""";Miami Beach, FL;;#Trump #HillaryClinton #MakeAmericaGreatAgain #GOPDebate;"""708159347080167424""";"https://twitter.com/MIAMIforTRUMP/status/708159347080167424
";(25.7881436, -80.1272704)
C0nservativeGal;2016-03-10 20:02;97;181;"""No joke, I can't keep all these candidates family members straight. Everyone's got a story blah blah blah shut up and #MakeAmericaGreatAgain""";USA;;#MakeAmericaGreatAgain;"""708141140852285440""";"https://twitter.com/C0nservativeGal/status/708141140852285440
";(39.7837304, -100.4458824)
sNaPpPerHeaD;2016-03-10 17:00;0;0;""". @loudobbsnews is Gangster. #MakeAmericaGreatAgain""";Florida;@loudobbsnews;#MakeAmericaGreatAgain;"""708095227127410688""";"https://twitter.com/sNaPpPerHeaD/status/708095227127410688
";(27.7567667, -81.4639834)
LaraLeaTrump;2016-03-10 16:45;998;2196;"""On our way to #MakeAmericaGreatAgain #Trump2016 #TrumpTrain pic.twitter.com/I8XanH3o06""";New York City;;#MakeAmericaGreatAgain #Trump2016 #TrumpTrain;"""708091559216959489""";"https://twitter.com/LaraLeaTrump/status/708091559216959489
";(40.7305991, -73.9865811)
DanScavino;2016-03-10 16:07;882;1348;"""Tune in! Press conference tomorrow morning at #MarALago | 9:00amE. #Trump2016 #MakeAmericaGreatAgain pic.twitter.com/xf0daQD4iZ""";Miami, FL;;#MarALago #Trump2016 #MakeAmericaGreatAgain;"""708081782206418944""";"https://twitter.com/DanScavino/status/708081782206418944
"
DanScavino;2016-03-10 15:50;1014;1398;"""Welcome aboard the #TrumpTrain Ronna Romney (niece of Mitt Romney.) #MakeAmericaGreatAgain #Trump2016 http://www. thepoliticalinsider.com/mitt-romneys-n iece-publicly-said-shes-voting-family-wont-happy/ """;Miami, FL;;#TrumpTrain #MakeAmericaGreatAgain #Trump2016;"""708077614653698048""";"https://twitter.com/DanScavino/status/708077614653698048
"
LindaSuhler;2016-03-10 14:27;105;88;"""WHO IS THE REAL TED CRUZ? 'Beware of false prophets...' #MakeAmericaGreatAgain http:// dailycaller.com/2016/01/26/who -is-the-real-ted-cruz/ pic.twitter.com/5KWh0sPW1A""";God Bless America!;;#MakeAmericaGreatAgain;"""708056606328553472""";"https://twitter.com/LindaSuhler/status/708056606328553472
";(40.40383, -77.9464459)
realNCTrump2016;2016-03-10 11:36;69;81;"""NC Trump Campaign Day of Action is in full affect today in our Raleigh HQ! #NCforTrump #MakeAmericaGreatAgain pic.twitter.com/77Ygg6N0uA""";;;#NCforTrump #MakeAmericaGreatAgain;"""708013661261078528""";"https://twitter.com/realNCTrump2016/status/708013661261078528
";
loudobbsnews;2016-03-10 11:02;428;404;"""Cruz Insults @reaDonaldTrump Voters: http:// blogs.cbn.com/thebrodyfile/a rchive/2016/03/10/brody-file-exclusive-ted-cruz-says-donald-trumps-voters-have.aspx?mobile=false #Dobbs #MakeAmericaGreatAgain""";New York, NY;@reaDonaldTrump;#Dobbs #MakeAmericaGreatAgain;"""708005244848971776""";"https://twitter.com/loudobbsnews/status/708005244848971776
";(40.7305991, -73.9865811)
BradThor;2016-03-10 10:49;98;66;"""#MakeAmericaGreatAgain ---> Trump Tells Crowd to Knock the Crap Out of Protesters, Offers to Pay Legal Fees: http://www. mediaite.com/online/trump-t ells-crowd-to-knock-the-crap-out-of-protesters-offers-to-pay-legal-fees/ """;USA;;#MakeAmericaGreatAgain;"""708001780643160064""";"https://twitter.com/BradThor/status/708001780643160064
";(39.7837304, -100.4458824)
DanScavino;2016-03-10 09:46;1297;1689;"""New @GravisMarketing @OANN Florida poll released. #TrumpTrain #MakeAmericaGreatAgain #Trump2016 pic.twitter.com/n5I8XhKMLn""";The Mar-a-lago Club;@GravisMarketing @OANN;#TrumpTrain #MakeAmericaGreatAgain #Trump2016;"""707986087495536641""";"https://twitter.com/DanScavino/status/707986087495536641
"
BradThor;2016-03-10 09:18;87;72;"""Let's beat up protesters and reporters... #MakeAmericaGreatAgain pic.twitter.com/y3O4dFyAif""";USA;;#MakeAmericaGreatAgain;"""707978911045431296""";"https://twitter.com/BradThor/status/707978911045431296
";(39.7837304, -100.4458824)
JohnGGalt;2016-03-09 23:36;145;189;"""PHOTO: Small town U.S.A., Ohio. #MakeAmericaGreatAgain pic.twitter.com/wNR00sYkzu""";5,208—14,203 feet, Colorado;;#MakeAmericaGreatAgain;"""707832379084316672""";"https://twitter.com/JohnGGalt/status/707832379084316672
";
LindaSuhler;2016-03-09 21:29;163;252;"""Do not pray for an easy life. Pray for strength to endure a difficult one. #MakeAmericaGreatAgain TY*RTs*Follows pic.twitter.com/SviKf1NNVB""";God Bless America!;;#MakeAmericaGreatAgain;"""707800550428053504""";"https://twitter.com/LindaSuhler/status/707800550428053504
";(40.40383, -77.9464459)
JohnJaeger_MT;2016-03-09 20:51;0;1;"""Gvmt OVERREACH! EPA etc. #Trump2016 #TrumpTrain #PresidentTrump #MakeAmericaGreatAgain #NoGOPe https:// twitter.com/SandraHartle/s tatus/707785490758381568 """;Billings, MT;;#Trump2016 #TrumpTrain #PresidentTrump #MakeAmericaGreatAgain #NoGOPe;"""707790871593361408""";"https://twitter.com/JohnJaeger_MT/status/707790871593361408
";(45.7874957, -108.4960699)
TheTrumpTrain;2016-03-09 19:29;73;82;"""This is GREAT STUFF and what a fantastic crowd! @realDonaldTrump on @seanhannity #GoTrumpGo #MakeAmericaGreatAgain pic.twitter.com/3HlA7M5wIW""";Iowa, USA;@realDonaldTrump @seanhannity;#GoTrumpGo #MakeAmericaGreatAgain;"""707770444531666945""";"https://twitter.com/TheTrumpTrain/status/707770444531666945
"
JudgeMoroz;2016-03-09 17:07;103;112;"""Amen! We Will #MakeAmericaGreatAgain with @realDonaldTrump as President! pic.twitter.com/EZek1Dl6LR""";State of Georgia;@realDonaldTrump;#MakeAmericaGreatAgain;"""707734514571808768""";"https://twitter.com/JudgeMoroz/status/707734514571808768
";(33.46137595, -81.9635155821739)
JohnGGalt;2016-03-09 16:50;101;104;"""BREAKING: Rubio spoke to a nearly empty stadium today in Florida http:// talkingpointsmemo.com/livewire/cnn-r ubio-florida-empty-stadium #MakeAmericaGreatAgain pic.twitter.com/MynZsM543F""";5,208—14,203 feet, Colorado;;#MakeAmericaGreatAgain;"""707730236855554048""";"https://twitter.com/JohnGGalt/status/707730236855554048
";
steelerfan36_86;2016-03-09 15:26;0;1;"""@ABCPolitics @marcorubio Hahahaha #DropOutMarco . Help #MakeAmericaGreatAgain""";Bluffton SC;@ABCPolitics @marcorubio;#DropOutMarco #MakeAmericaGreatAgain;"""707709169894342656""";"https://twitter.com/steelerfan36_86/status/707709169894342656
";(32.2371465, -80.8603867)
realDonaldTrump;2016-03-09 14:39;5492;14209;"""Keep lightweight Marco and his friends out of the White House. #MakeAmericaGreatAgain #Trump2016 pic.twitter.com/hNkkRx66Hc""";New York, NY;;#MakeAmericaGreatAgain #Trump2016;"""707697346646245376""";"https://twitter.com/realDonaldTrump/status/707697346646245376
";(40.7305991, -73.9865811)
donalddrumpf_;2016-03-09 13:49;0;3;"""Yes we Klan! #MakeDonaldDrumpfAgain #MakeAmericaGreatAgain pic.twitter.com/J5qoREddPQ""";At front of GOP crazy line.;;#MakeDonaldDrumpfAgain #MakeAmericaGreatAgain;"""707684714807566336""";"https://twitter.com/donalddrumpf_/status/707684714807566336
";
ScottSaxman1;2016-03-09 11:51;158;288;"""Ready to see @realDonaldTrump tonight in Fayetteville,NC #TrumpTrain #MakeAmericaGreatAgain pic.twitter.com/8CxHm9jmfC""";Virginia;@realDonaldTrump;#TrumpTrain #MakeAmericaGreatAgain;"""707655054954778624""";"https://twitter.com/ScottSaxman1/status/707655054954778624
";(37.1232245, -78.492772)
LogicalCampaign;2016-03-09 11:06;128;153;"""Don't watch this if youre narrow minded #MakeAmericaGreatAgain #Trump2016 http://www. infowars.com/is-this-the-mo st-powerful-donald-trump-video-ever/ pic.twitter.com/5a5PZzAqce""";London and Los Angeles;;#MakeAmericaGreatAgain #Trump2016;"""707643750760259584""";"https://twitter.com/LogicalCampaign/status/707643750760259584
";(34.0543942, -118.2439408)
LaraLeaTrump;2016-03-09 08:29;255;546;"""Beautiful day to be on campus at my #almamater @NCState to help support @realDonaldTrump & #MakeAmericaGreatAgain pic.twitter.com/dtBeSuDQWJ""";New York City;@NCState @realDonaldTrump;#almamater #MakeAmericaGreatAgain;"""707604348969357312""";"https://twitter.com/LaraLeaTrump/status/707604348969357312
";(40.7305991, -73.9865811)
AnitaDWhite;2016-03-09 07:50;383;365;"""'This is today's @GOP Establishment ... @realDonaldTrump will end it & #MakeAmericaGreatAgain ... & they know it! pic.twitter.com/EvyWxAvfrs""";United States;@GOP @realDonaldTrump;#MakeAmericaGreatAgain;"""707594309726380032""";"https://twitter.com/AnitaDWhite/status/707594309726380032
";(39.7837304, -100.4458824)
JohnGGalt;2016-03-09 07:49;87;135;"""BREAKING: Jon Voight endorses Donald Trump for President! http:// bit.ly/1pfZLSH #MakeAmericaGreatAgain pic.twitter.com/TjMbayV9ak""";5,208—14,203 feet, Colorado;;#MakeAmericaGreatAgain;"""707594112266973184""";"https://twitter.com/JohnGGalt/status/707594112266973184
";
DanScavino;2016-03-09 07:27;1561;2169;"""LETS ROLL OHIO #Trump2016 #MakeAmericaGreatAgain pic.twitter.com/P7NmhIYeUm""";Palm Beach, FL;;#Trump2016 #MakeAmericaGreatAgain;"""707588605078839296""";"https://twitter.com/DanScavino/status/707588605078839296
"
DanScavino;2016-03-09 07:03;996;1402;"""Karl Rove #Trump2016 #TrumpTrain #MakeAmericaGreatAgain pic.twitter.com/hO1vzYNcRV""";The Mar-a-lago Club;;#Trump2016 #TrumpTrain #MakeAmericaGreatAgain;"""707582584159653888""";"https://twitter.com/DanScavino/status/707582584159653888
"
DonaldJTrumpJr;2016-03-09 05:17;392;1515;"""Thanks Hawaii!!! Vanessa and I can't wait to get back to visit. #MakeAmericaGreatAgain #hawaii https://www. instagram.com/p/BCu9FEDrHzb/""";;;#MakeAmericaGreatAgain #hawaii;"""707556004515295232""";"https://twitter.com/DonaldJTrumpJr/status/707556004515295232
";
j_millerworks;2016-03-08 21:33;30;75;"""#ifTrumpWins he will #MakeAmericaGreatAgain pic.twitter.com/wOjepOjsvK""";;;#ifTrumpWins #MakeAmericaGreatAgain;"""707439172299128832""";"https://twitter.com/j_millerworks/status/707439172299128832
";
LindaSuhler;2016-03-08 21:20;352;348;"""Please Copy & share with everyone! VOTE #Trump2016 #MakeAmericaGreatAgain http:// tinyurl.com/zsuykcx pic.twitter.com/IgpCY9vNf2""";God Bless America!;;#Trump2016 #MakeAmericaGreatAgain;"""707435756038574081""";"https://twitter.com/LindaSuhler/status/707435756038574081
";(40.40383, -77.9464459)
loudobbsnews;2016-03-08 21:12;269;250;"""Obama Keeps Borders Wide Open: http://www. washingtonexaminer.com/senator-record -number-of-minors-set-to-flood-the-southern-border/article/2585215 #Dobbs #MakeAmericaGreatAgain""";New York, NY;;#Dobbs #MakeAmericaGreatAgain;"""707433785072209920""";"https://twitter.com/loudobbsnews/status/707433785072209920
";(40.7305991, -73.9865811)
ChristiChat;2016-03-08 19:09;200;321;"""I'm a Woman and I support and will vote for #Trump2016 the media's delusion runs deep. #MakeAmericaGreatAgain https:// twitter.com/lafrance_joann e/status/707402446524403712 """;I LOVE AMERICA❤️;;#Trump2016 #MakeAmericaGreatAgain;"""707402910569783297""";"https://twitter.com/ChristiChat/status/707402910569783297
";
P0TUSTrump;2016-03-08 18:01;89;196;"""Thank you Michigan! #MakeAmericaGreatAgain""";New York, USA;;#MakeAmericaGreatAgain;"""707385882609725441""";"https://twitter.com/P0TUSTrump/status/707385882609725441
";(40.7305991, -73.9865811)
Rockprincess818;2016-03-08 17:32;126;214;"""Trump starting to pull away a bit in Michigan. Cruz and Rubio are getting crushed tonight. #MakeAmericaGreatAgain""";Los Angeles, CA;;#MakeAmericaGreatAgain;"""707378578615238656""";"https://twitter.com/Rockprincess818/status/707378578615238656
"
Cernovich;2016-03-08 16:29;113;166;"""On #InternationalWomensDay , lets #MakeAmericaGreatAgain ! pic.twitter.com/q3RXUBxOHs""";Los Angeles, CA;;#InternationalWomensDay #MakeAmericaGreatAgain;"""707362552976515072""";"https://twitter.com/Cernovich/status/707362552976515072
";(34.0543942, -118.2439408)
ryan_mcgahan;2016-03-08 15:45;0;0;"""Woop !!! #towerdogsforTrump #MakeAmericaGreatAgain #Trump2016 #Trumpsupportstheblueboys https:// twitter.com/FL4TRUMPDOTCOM /status/707280149335519232 """;Illinois, USA;;#towerdogsforTrump #MakeAmericaGreatAgain #Trump2016 #Trumpsupportstheblueboys;"""707351614940647426""";"https://twitter.com/ryan_mcgahan/status/707351614940647426
";(40.0796319, -89.4339808)
ginah89121;2016-03-08 15:00;0;0;"""SuperPAKS #OnlyTrump @CLewandowski_ #Trump #Trump2016 #MakeAmericaGreatAgain #VoteTrump #dtmag #realDonaldTrump https:// twitter.com/HTCOKLLC/statu s/707318674042978306 """;Las Vegas, NV;@CLewandowski_;#OnlyTrump #Trump #Trump2016 #MakeAmericaGreatAgain #VoteTrump #dtmag #realDonaldTrump;"""707340182958157824""";"https://twitter.com/ginah89121/status/707340182958157824
";(36.1662859, -115.1492249)
LindaSuhler;2016-03-08 14:29;622;537;"""Please Copy and share with everyone! VOTE #Trump2016 #MakeAmericaGreatAgain http:// tinyurl.com/zsuykcx pic.twitter.com/pLI1vPDpng""";God Bless America!;;#Trump2016 #MakeAmericaGreatAgain;"""707332338091298816""";"https://twitter.com/LindaSuhler/status/707332338091298816
";(40.40383, -77.9464459)
LaraLeaTrump;2016-03-08 14:10;179;369;"""Mahalo to everyone in #Hawaii who has already voted for @realDonaldTrump !There's still time if you haven't yet-let's #MakeAmericaGreatAgain""";New York City;@realDonaldTrump;#Hawaii #MakeAmericaGreatAgain;"""707327779868647424""";"https://twitter.com/LaraLeaTrump/status/707327779868647424
";(40.7305991, -73.9865811)
Rockprincess818;2016-03-08 13:01;166;162;"""First Beck, then Romney, now a Bush. How low can Cruz go? #MakeAmericaGreatAgain""";Los Angeles, CA;;#MakeAmericaGreatAgain;"""707310175393198080""";"https://twitter.com/Rockprincess818/status/707310175393198080
"
keksec__org;2016-03-08 12:57;80;234;"""@realDonaldTrump Don't let these Liberals get to you! #MakeAmericaGreatAgain pic.twitter.com/6C0VRL4wbv""";Everywhere;@realDonaldTrump;#MakeAmericaGreatAgain;"""707309375279538176""";"https://twitter.com/keksec__org/status/707309375279538176
";(53.8756494, 27.5301015)
loudobbsnews;2016-03-08 12:36;486;415;"""Cruz At It Again! Rubio campaign accuses Cruz of 'dirty tricks' in Hawaii http://www. politico.com/blogs/2016-gop -primary-live-updates-and-results/2016/03/marco-rubio-ted-cruz-hawaii-dirty-tricks-220423 #Dobbs #MakeAmericaGreatAgain""";New York, NY;;#Dobbs #MakeAmericaGreatAgain;"""707303920046108672""";"https://twitter.com/loudobbsnews/status/707303920046108672
";(40.7305991, -73.9865811)
loudobbsnews;2016-03-08 12:26;880;602;"""Ted's Coming Out as Establishment! Jeb's brother Neil Bush joins Cruz http:// usat.ly/1p5OLXm via @usatoday #Dobbs #MakeAmericaGreatAgain""";New York, NY;@usatoday;#Dobbs #MakeAmericaGreatAgain;"""707301532694417408""";"https://twitter.com/loudobbsnews/status/707301532694417408
";(40.7305991, -73.9865811)
DanScavino;2016-03-08 11:53;782;1036;"""Testimony from @realDonaldTrump classmate in high school. #Trump2016 #MakeAmericaGreatAgain https://www. facebook.com/DonaldTrump/po sts/10156732100180725 pic.twitter.com/iKQRXKfDcd""";The Mar-a-lago Club;@realDonaldTrump;#Trump2016 #MakeAmericaGreatAgain;"""707293099144421377""";"https://twitter.com/DanScavino/status/707293099144421377
"
TrumpForWH;2016-03-08 11:07;204;329;"""JUST VOTED FOR MY MAN @realDonaldTrump !! Waited SO LONG for this moment!!! #MakeAmericaGreatAgain #MichiganForTrump pic.twitter.com/TGxbeaQkys""";United States;@realDonaldTrump;#MakeAmericaGreatAgain #MichiganForTrump;"""707281613642702848""";"https://twitter.com/TrumpForWH/status/707281613642702848
";(39.7837304, -100.4458824)
RealRudyGiulian;2016-03-08 08:45;4710;6075;"""Today I endorse my good friend @realDonaldTrump as the #GOP nominee and future president of the USA. #MakeAmericaGreatAgain #Trump2016""";;@realDonaldTrump;#GOP #MakeAmericaGreatAgain #Trump2016;"""707245778612396033""";"https://twitter.com/RealRudyGiulian/status/707245778612396033
";
SoCal4Trump;2016-03-08 07:55;159;178;"""Michigan, Mississippi, Idaho, & Hawaii - today's the day! GO VOTE for Trump!!! Together lets #MakeAmericaGreatAgain ! pic.twitter.com/bk1KqVGQxK""";Los Angeles, CA;;#MakeAmericaGreatAgain;"""707233209562435584""";"https://twitter.com/SoCal4Trump/status/707233209562435584
";(34.0543942, -118.2439408)
DoeEllis1;2016-03-08 06:55;1;3;"""Evangelicals for @realDonaldTrump , #makeChristianitygreatagain #MakeAmericaGreatAgain #Trump2016 pic.twitter.com/SbC9W5ILso""";Houston & Colorado;@realDonaldTrump;#makeChristianitygreatagain #MakeAmericaGreatAgain #Trump2016;"""707218187817881600""";"https://twitter.com/DoeEllis1/status/707218187817881600
";(40.2549906, -104.8085508)
EricTrump;2016-03-08 06:06;1073;1888;"""Michigan: We made it easy to find your polling location! Simply go to http://www. donaldjtrump.com/michigan #MakeAmericaGreatAgain pic.twitter.com/84SBck0f4c""";;;#MakeAmericaGreatAgain;"""707205874767552512""";"https://twitter.com/EricTrump/status/707205874767552512
";
Mahokkit;2016-03-08 05:21;0;1;"""@TheWordBowl @amellywood pfft, #MakeDonaldDrumpfAgain is gonna #MakeAmericaGreatAgain ! :p""";Great White North;@TheWordBowl @amellywood;#MakeDonaldDrumpfAgain #MakeAmericaGreatAgain;"""707194412934127618""";"https://twitter.com/Mahokkit/status/707194412934127618
";(30.2595435, -87.6847859)
